"ride_id","booker_id","driver_id","vehicle_id","ride_status_id","pickup_city_id","dropoff_city_id","ride_option_id","payment_method_id","booking_timestamp","pickup_latitude","pickup_longitude","pickup_address","dropoff_latitude","dropoff_longitude","dropoff_address","booker_name","booker_email","booker_phone","driver_name","driver_phone","driver_license","vehicle_license_plate","cancellation_reason_id","travel_distance_km","duration_minutes","passenger_count","pickup_timestamp","dropoff_timestamp","driver_rating","rating","base_fare","distance_fare","time_fare","surge_multiplier","subtotal","tip_amount","total_fare"
"01KGYD4G5MTDD7Q9ZHN76NQP2N","3afa58ce-dd44-459c-b98f-976e9e691125","e771e053-8c55-4918-b6d8-410cac37e47e","c6c1f46c-25e7-4a0d-a557-63a2ad6b8f50","1","TH-83","TH-83","3","5","2026-02-08T17:35:38.036386","7.9719887774079625","98.35713076790233","ภก.3030, บ้านบางคู, ตำบลศรีสุนทร, อำเภอถลาง, จังหวัดภูเก็ต, 83110, ประเทศไทย","7.958835063772048","98.27665024998942","4030, ตำบลกมลา, อำเภอกะทู้, จังหวัดภูเก็ต, 83120, ประเทศไทย","อธิตยา ยางสวย","udmlaksn86@example.com","0-2191-2105","สราญจิตต์ ด้วงโสน","+66 (0) 4152 2677","35032182","3ชก 8126","1","13.487465018877938","17","1","2026-02-08T17:35:38.036386","2026-02-08T17:52:38.036386","4.7","4","20.0","134.87","34.0","1.41","266.31","0.0","266.31"
"01KH2WD8EC5EAWGQKJTR2A2SHE","f2112b82-1017-46af-8339-a7e75c3f9c70","747eb4ce-af93-4795-bdd0-9b4c05eedf3f","14d4ff0e-f672-4c03-b401-eba3bc1fb6d2","1","TH-36","TH-36","2","2","2026-02-10T11:19:31.404306","16.02784123046375","101.66687655870696","บ้านโนนศรีสง่า, หลวงศิริ, อำเภอหนองบัวแดง, จังหวัดชัยภูมิ, ประเทศไทย","15.865933841054396","101.58426268231645","ห้วยแย้, อำเภอหนองบัวระเหว, จังหวัดชัยภูมิ, ประเทศไทย","ชลิดา ทีฆะ","anaameswtr@example.net","055303115","กวีฉัฏฐ ยาปะโลหิต","0 3607 0172","34526513","3ซก 588","1","29.97102839528415","38","3","2026-02-10T11:19:31.404306","2026-02-10T11:57:31.404306","4.1","3","55.0","194.81","76.0","1.0","325.81","0.0","325.81"
"01KGMM7RMSJW44XB9GERMK8B0W","ef977349-74ad-4994-acdb-869ea3d177da","e6fdfaf1-3a69-41cc-b5c1-5b2886b7720f","b32efe60-6e60-46ea-91fe-17556b4e6981","1","TH-12","TH-12","3","3","2026-02-04T22:27:20.729033","13.967532174447669","100.41373560916034","บ้านลากค้อน, ตำบลลำโพ, องค์การบริหารส่วนตำบลลำโพ, อำเภอบางบัวทอง, จังหวัดนนทบุรี, 11110, ประเทศไทย","13.993684975290577","100.35007087460681","บ้านคลองตาคล้าย, ตำบลไทรน้อย, องค์การบริหารส่วนตำบลไทรน้อย, อำเภอไทรน้อย, จังหวัดนนทบุรี, 11150, ประเทศไทย","เฉลิมรัตน์ หอมพิกุล","naakknkrphasphngs@example.org","0 3303 2710","ปุณณรัตน์ บินดี","05 040 4355","42673246","ชฟ 3050","1","11.193525420103718","18","1","2026-02-04T22:27:20.729033","2026-02-04T22:45:20.729033","4.5","5","20.0","111.94","36.0","1.0","167.94","0.0","167.94"
"01KHH6HMX2J8NX3STKZEVAFC6D","f792916a-15ea-4e97-ae12-5a2e060ffaa2","97261487-9cc1-4141-8ae5-50207e92711f","17eb6b02-cf74-4637-9195-5ac425e8a58b","2","TH-30","TH-30","2","2","2026-02-16T00:46:03.042609","14.840345337247095","102.47192181055135","Ban Khok Nong Sano, อำเภอจักราช, จังหวัดนครราชสีมา, ประเทศไทย","14.656221707084896","102.19832795021803","ถนนนครราชสีมา - หินโคน, บ้านดอนไพล, ท่าเยี่ยม, อำเภอโชคชัย, จังหวัดนครราชสีมา, ประเทศไทย","ฐิติยาพร ถนิมมาศ","thaaraathrrmemthaa@example.com","+66 861 812 063","นภนต์ มนทอง","02 490 0747","90707119","จช 6292","3","0.0","0","0","","","","","0.0","0.0","0.0","1.0","0.0","0.0","0.0"
"01KJ71105TP4KMTBBVKQ8PV32D","573ed447-0f6c-422a-a0f8-6e13fd83e3c6","97b55eb2-d0ca-4a90-a7ea-91ac3da13446","0b070ca5-0658-4971-8ff2-b90e7ef4f215","1","TH-90","TH-90","1","4","2026-02-24T12:12:52.154925","7.606620119016471","100.27352332474857","กระแสสินธุ์, อำเภอกระแสสินธุ์, จังหวัดสงขลา, ประเทศไทย","7.772435357736935","100.47164372613898","ปากแตระ, อำเภอระโนด, จังหวัดสงขลา, ประเทศไทย","ฐิติณัฐฐา เธียรายัน","prminthr94@example.org","0949546691","วิกิจ ขุนดำ","075 251541","45452696","9ฎศ 9423","1","42.79723551700678","36","3","2026-02-24T12:12:52.154925","2026-02-24T12:48:52.154925","4.4","3","45.0","385.18","90.0","1.0","520.18","0.0","520.18"
"01KJ0FJB7015BTFFTF75P4PTSC","df3344ca-d483-47a5-bcee-5cf39a355262","1eb81274-34dc-41d6-af9f-0474d3492095","260ebb5a-ce1e-4a8a-ba01-5a31fcaaf904","1","TH-20","TH-20","4","1","2026-02-21T23:12:19.552421","13.249823200271544","101.08979204580275","หัวกุญแจ, บ้านบึง, อำเภอบ้านบึง, จังหวัดชลบุรี, 20220, ประเทศไทย","13.361360573555526","101.09325582487189","บ้านบึง, หนองซ้ำซาก, อำเภอบ้านบึง, จังหวัดชลบุรี, 20170, ประเทศไทย","สิราพร มิ่งขวัญ","thimaaphrnthraphythamrngkh@example.org","079 646098","สิรวัฒน์ สังข์กรด","052-819493","41968418","2คก 1704","1","18.518149136818685","32","1","2026-02-21T23:12:19.552421","2026-02-21T23:44:19.552421","3.5","3","100.0","277.77","128.0","1.0","505.77","0.0","505.77"
"01KJJ7SXQ4N56GR28CCPH3MB88","48fd010f-7ce8-46aa-bc4e-2c4611a900c5","174261f7-7956-40d8-818b-5a985dfb6274","e9d9101d-238c-4d73-9e65-21c92429a737","1","TH-90","TH-90","5","1","2026-02-28T20:42:59.044151","7.858174287558234","100.48877616256307","ปากแตระ, อำเภอระโนด, จังหวัดสงขลา, ประเทศไทย","7.845565734926059","100.43160210240544","ปากแตระ, อำเภอระโนด, จังหวัดสงขลา, ประเทศไทย","พิมพ์สุตา ตราชู","chumwrarangsinii@example.org","0 4505 9096","อำไพ เลิศกิ่ง","057-003673","16660144","6ผห 6709","1","9.686494366356474","14","4","2026-02-28T20:42:59.044151","2026-02-28T20:56:59.044151","4.4","5","80.0","116.24","42.0","1.26","300.18","0.0","300.18"
"01KHFAV9C70VTZE9Q8M9QJV6W9","5133898c-42cf-47bb-a998-40ef423d3142","a2dea24a-88e6-4c33-91de-52716497bfa0","09a95334-3388-44f7-9c94-90fa1900d0e6","1","TH-40","TH-40","1","5","2026-02-15T07:22:44.359690","16.66163366061873","101.99905300584115","ขก.3059, บ้านนาหนองทุ่ม, โนนสะอาด, อำเภอชุมแพ, จังหวัดขอนแก่น, ประเทศไทย","16.790787720023726","102.07598498281384","บ้านอ่างทอง หมู่ 7, บ้านอ่างทอง, วังเพิ่ม, อำเภอสีชมพู, จังหวัดขอนแก่น, ประเทศไทย","ญาณพันธุ์ น้ำทิพย์","utrakuulbuy@example.net","07 855 0147","ทองสิริ ศาสตร์ศิลป์","091-352-3204","15398487","9นซ 8050","1","24.72020806526516","21","1","2026-02-15T07:22:44.359690","2026-02-15T07:43:44.359690","3.8","4","45.0","222.48","52.5","1.25","399.98","0.0","399.98"
"01KH9YZWW4K50NAEVCY2ECPXDK","0739d9d0-4096-4155-a444-f4dd19c2297a","8e1d9ea0-0db6-48c8-9b07-23199fdfebfb","4ab63bf5-9793-4e12-950b-b0d1d53f3903","1","TH-35","TH-35","5","4","2026-02-13T05:19:20.324189","15.854659542024871","104.33164730779602","บ้านหนองเป็ด, ตาดทอง, อำเภอเมืองยโสธร, จังหวัดยโสธร, ประเทศไทย","15.910530976295103","104.25499497168079","บ้านชาด, ทุ่งแต้, อำเภอเมืองยโสธร, จังหวัดยโสธร, ประเทศไทย","กุลดิลก แหยมศิริ","maitrbrrph@example.net","+66 (0) 2571 2443","สีหราช ศิวะวรเวท","+66 3658 7073","31319584","7สร 5168","1","15.415414720697848","31","3","2026-02-13T05:19:20.324189","2026-02-13T05:50:20.324189","3.5","2","80.0","184.98","93.0","1.0","357.98","0.0","357.98"
"01KHMRM99TFJHMKMF7FQKHY4PG","045037d5-eccb-45f7-a3f0-1abc4ec12f7f","1889e153-9ccf-4c2e-a885-c9a1fe42d25e","62a41358-6bd7-4e07-a4c3-f873af992b2b","1","TH-50","TH-50","3","2","2026-02-17T09:59:47.130449","19.037463847313976","98.85989013720567","ถนนบ้านสันป่าตึง - บ้านเอียก, บ้านสันป่ายาง, จอมแจ้ง, อำเภอแม่แตง, จังหวัดเชียงใหม่, 50330, ประเทศไทย","18.962060331732832","98.84705195079187","ชม.4043, บ้านปางไฮ, แม่แรม, อำเภอแม่ริม, จังหวัดเชียงใหม่, ประเทศไทย","ปวีณ ตันตราจิณ","muuhamhmadimrn51@example.com","+66 (0) 3615 7535","ธเนษฐ ธรรมเมธา","0-5806-7425","81568560","ธป 2898","1","12.682985993861784","19","1","2026-02-17T09:59:47.130449","2026-02-17T10:18:47.130449","4.0","2","20.0","126.83","38.0","1.42","262.46","0.0","262.46"
"01KHE1EE8G2AN7S0XG5B8WRHW3","98c1590a-b377-4936-b100-244fab6c67a1","2f5b8635-ea6f-4b94-8889-23de770e627c","697a44c8-f522-44d0-913c-0ab67fd6c13e","1","TH-52","TH-52","2","5","2026-02-14T19:19:11.760100","18.413693485788897","99.25084941689347","บ้านปางปง, บ้านปางทราย, เวียงตาล, อำเภอห้างฉัตร, จังหวัดลำปาง, ประเทศไทย","18.40533141533331","99.31633297548561","บ้านวอแก้ว, ห้างฉัตรแม่ตาล, อำเภอห้างฉัตร, จังหวัดลำปาง, ประเทศไทย","สมเกียรติ นาถะเดชะ","waathaanichechtth@example.com","07 996 4156","กนกเนตร อุ่นอก","053 607843","31279266","1รศ 1121","1","10.470725862628765","16","2","2026-02-14T19:19:11.760100","2026-02-14T19:35:11.760100","3.6","3","55.0","68.06","32.0","1.24","192.27","0.0","192.27"
"01KHTK8KJNT6HSJ2NSE5ZM0ER9","4af25fc1-4edb-45c9-bfa9-2be824258f86","0d06c424-88b6-475d-bcb2-cb1cd317d461","dace557d-6ac2-4db9-b4e7-665ef101da7d","1","TH-20","TH-20","4","5","2026-02-19T16:21:28.149827","12.588963090295579","100.79950617233686","เขตรอุดมศักดิ์, อำเภอสัตหีบ, จังหวัดชลบุรี, 20180, ประเทศไทย","12.694600196073436","100.8008888020958","เขตรอุดมศักดิ์, อำเภอสัตหีบ, จังหวัดชลบุรี, 20180, ประเทศไทย","นารดา เจริญรัมย์","buynphthhaaraeth@example.com","+667 818 3954","นุจรี เตชะกำพุ","024-095747","12136248","ชน 9043","1","17.53099809359373","25","1","2026-02-19T16:21:28.149827","2026-02-19T16:46:28.149827","3.5","4","100.0","262.96","100.0","1.0","462.96","63","525.96"
"01KH2YGQQ7XX5MCJ0YYHTTXKX6","efbbe792-8f22-455e-97cc-6c82901cde89","606aa1b6-79ef-4c95-a404-0ffa0dae112a","8e661cf7-a794-4f3f-bd31-d2236484330f","1","TH-10","TH-17","4","3","2026-02-10T11:56:22.503504","13.90983932959798","100.66262461483299","มัณฑนา เลค วัชรพล, แขวงออเงิน, เขตสายไหม, กรุงเทพมหานคร, 10220, ประเทศไทย","14.978935018306295","100.34471934616882","อินทร์บุรี, ทับยา, อำเภออินทร์บุรี, จังหวัดสิงห์บุรี, 16110, ประเทศไทย","นันทวุฒิ ศรีสัตย์","mnkhrethph@example.org","020869026","เพ็ญยุภา ตั้งกุลงาม","0656134761","50446525","6ศท 2641","1","184.7319121317235","98","3","2026-02-10T11:56:22.503504","2026-02-10T13:34:22.503504","4.0","4","100.0","2770.98","392.0","1.0","3262.98","0.0","3262.98"
"01KGTM59S4NAPC7FQ23QXQT4PP","553167a9-644d-46a5-bf50-397bb855391e","3e65ad46-d964-471b-bcef-6b319c2c0a82","a8d63276-9709-4fb0-93d9-c4950b283211","1","TH-18","TH-18","3","3","2026-02-07T06:21:26.564600","14.987836518931354","100.1879515102764","บ้านไร่เจ็ก, บางขุด, อำเภอสรรคบุรี, จังหวัดชัยนาท, ประเทศไทย","15.054284569413735","100.19052759415324","ห้วยกรด, สรรคบุรี, อำเภอสรรคบุรี, จังหวัดชัยนาท, 17140, ประเทศไทย","มารีนี ถนัดหัตถกรรม","rphuuphakdii@example.net","0834493954","อรรจน์ บินดี","+66 967 845 863","68299525","ญฬ 9206","1","11.036431567190402","18","1","2026-02-07T06:21:26.564600","2026-02-07T06:39:26.564600","4.0","5","20.0","110.36","36.0","1.0","166.36","0.0","166.36"
"01KHFAAXJ3BWSKKWYS9HF2N0DT","b94bfe34-474c-417c-9761-c641750c006b","a7fb6220-bcdc-4432-a723-e40792db7716","2d669dab-d507-4972-8785-4a04e84f9428","2","TH-83","TH-83","1","3","2026-02-15T07:13:47.971052","7.890180820412954","98.4581417548309","รัษฎา, ตำบลรัษฎา, เทศบาลตำบลรัษฎา, อำเภอเมืองภูเก็ต, จังหวัดภูเก็ต, 83000, ประเทศไทย","7.906327054169043","98.3287669965256","ถนนพระบารมี, กะทู้, ตำบลกะทู้, อำเภอกะทู้, จังหวัดภูเก็ต, 83120, ประเทศไทย","กวีฉัฏฐ นวลฉวี","damrihchbpracchin@example.net","0 5628 7198","ฐิติยาพร ธรรมนิยม","0 902 807 625","26704942","3ยฟ 2256","6","0.0","0","0","","","","","0.0","0.0","0.0","1.0","0.0","0.0","0.0"
"01KGM6KZSYD0NA0NBSE4Y5BVW1","e7b1f314-2059-48da-8565-01d66baf1241","6e2e5578-36a0-477b-b70a-239748529da4","054e8f9c-e251-467b-b430-c28a23a0749d","1","TH-90","TH-90","3","3","2026-02-04T18:29:21.214157","6.587217283696881","100.99740785129211","บ้านไร่, ท่าพระยา, อำเภอสะบ้าย้อย, จังหวัดสงขลา, ประเทศไทย","6.567935058626369","101.04680586442457","ท่าพระยา, อำเภอสะบ้าย้อย, จังหวัดสงขลา, ประเทศไทย","โสภา ขำเอนก","nrwithyochtikulsmhmaay@example.net","0682143058","ปิยวดี นานายน","062-187-3903","21409912","ศภ 58","1","8.79664713528344","15","1","2026-02-04T18:29:21.214157","2026-02-04T18:44:21.214157","4.4","3","20.0","87.97","30.0","1.39","191.78","0.0","191.78"
"01KHMBFDDRG1S8K8B2V29AFPEE","10a68dd8-113a-48ab-a703-81f4e876af81","3fa9352c-16d9-4899-bedf-5217dac090f8","98976889-8478-4e09-8a39-2cc4904c0879","2","TH-90","TH-90","4","3","2026-02-17T06:09:56.024498","6.622203946577015","100.4282659834539","บ้านเกาะค่าง, สะเดา, สำนักขาม, อำเภอสะเดา, จังหวัดสงขลา, ประเทศไทย","6.713812768410597","100.35723785078106","บ้านท่าข่อย, ปาดัง, อำเภอสะเดา, จังหวัดสงขลา, ประเทศไทย","ณาร์รีมาน ศรีเผด็จ","wuththyaakrmliwrrn@example.com","+66 (0) 985 444 418","สุชิน บุตราช","+66 664 528 760","86802517","3หฐ 1291","3","0.0","0","0","","","","","0.0","0.0","0.0","1.0","0.0","0.0","0.0"
"01KJ7ZX650178B8D3FX7BDQQCY","807dde8a-3ea7-4182-ba30-3e20dd972af9","ba018560-d35e-457b-a915-e246dd75abea","eaede842-5e68-4645-9357-6c57890ea018","1","TH-20","TH-20","1","3","2026-02-24T21:12:33.056663","12.883290455434675","100.85980762209205","จอมเทียน, เมืองพัทยา, ห้วยใหญ่, อำเภอบางละมุง, จังหวัดชลบุรี, 20260, ประเทศไทย","12.88185071858984","100.89852181811104","ถนนสุขุมวิท, บ้านนาจอมเทียน, เมืองพัทยา, ห้วยใหญ่, อำเภอบางละมุง, จังหวัดชลบุรี, 20260, ประเทศไทย","กรพนธ์ ปรีชากุลเศรษฐ์","ethlingyshmphikul@example.org","029842848","สุพนธ์ นิลสุวรรณ์","07 633 1504","69740677","ศบ 6923","1","6.307325536453857","11","2","2026-02-24T21:12:33.056663","2026-02-24T21:23:33.056663","4.3","3","45.0","56.77","27.5","1.0","129.27","0.0","129.27"
"01KH9V1E731HGT6MD98Q8ZRZAF","ab0bbf37-d4c1-428c-84c1-0cb2efa7c4a9","b9a336f1-c7e9-46cc-b336-65d26e05be31","3095cfef-ad10-4994-827e-e24fa5245a4e","1","TH-35","TH-35","1","3","2026-02-13T04:10:16.547564","15.590776262717535","104.25607763880161","บ้านเหล่ามะเขียว, บ้านโคกกลาง, ดงแคนใหญ่, อำเภอคำเขื่อนแก้ว, จังหวัดยโสธร, ประเทศไทย","15.625227452520292","104.24051819640675","บ้านโนนม่วง, อำเภอคำเขื่อนแก้ว, จังหวัดยโสธร, ประเทศไทย","วีระวัฒน์ ตวันเยี่ยม","nphasrinthrbunyaphaachn@example.com","0 943 142 659","นาทภูวพัฒน์ นุ่มกัน","+66 (0) 658 240 708","93861067","ยห 5803","1","6.242055098746375","13","1","2026-02-13T04:10:16.547564","2026-02-13T04:23:16.547564","4.6","5","45.0","56.18","32.5","1.0","133.68","0.0","133.68"
"01KHV1X07JTDHB27XY25MWYC60","a4c9aa3d-12af-4a9b-8266-7af2ea63306f","c53413f9-74de-47ae-bec1-19f5dbfd0dc7","a9f4e7d7-6270-47c5-9e8f-51641ef533c3","1","TH-10","TH-10","3","1","2026-02-19T20:37:16.530357","13.693480163458483","100.64385558799701","แขวงหนองบอน, เขตประเวศ, กรุงเทพมหานคร, 10250, ประเทศไทย","13.722647368920049","100.70089276944151","ถนนกาญจนาภิเษก, แขวงประเวศ, เขตประเวศ, กรุงเทพมหานคร, 10250, ประเทศไทย","ไชยภพ ดำริห์ชอบ","nthnadedinkhaaw@example.com","04 183 3858","ธาเอก นิลสลัว","+66 (0) 837 415 278","33357941","9หจ 1200","1","10.443911768461657","17","1","2026-02-19T20:37:16.530357","2026-02-19T20:54:16.530357","4.5","5","20.0","104.44","34.0","1.26","199.63","0.0","199.63"
"01KHGV3HBPAVH4NBZGVM0KVYCM","79a34358-0db8-49ab-a9f5-23cc40b49ace","1510e668-d91c-43e4-9735-78af45f8634d","243c830c-7607-4b43-a3ac-3963d2318cab","1","TH-84","TH-84","1","1","2026-02-15T21:26:06.326233","9.540480126921604","100.13539170329274","เกาะสมุย, เทศบาลนครเกาะสมุย, อำเภอเกาะสมุย, จังหวัดสุราษฎร์ธานี, 84140, ประเทศไทย","9.455247664934518","100.01035197262084","บ้านทุเรียน, เทศบาลนครเกาะสมุย, อำเภอเกาะสมุย, จังหวัดสุราษฎร์ธานี, 84310, ประเทศไทย","ปฐวีกานต์ ตั้งเผ่า","cchirwithythmangrakssatw@example.org","089 045 0482","ขวัญรุ้ง หนักแน่น","078-860504","85080261","กม 8774","1","24.981981316755345","26","4","2026-02-15T21:26:06.326233","2026-02-15T21:52:06.326233","3.6","2","45.0","224.84","65.0","1.0","334.84","0.0","334.84"
"01KJARRWX6DBY1ZP5BTP57YQ6R","f9949f49-7b9a-4490-8fb9-f6d750483f64","88bf7cbd-1fef-4ced-9afa-5c4dd2fffa8a","b93c4376-2e70-49a9-b38d-2f059a36b0bd","1","TH-77","TH-77","1","5","2026-02-25T23:05:35.782085","12.593663720301883","100.39657558049294","วังก์พง, จังหวัดประจวบคีรีขันธ์, 77120, ประเทศไทย","12.63464533089349","100.41940952310534","ทับใต้, จังหวัดประจวบคีรีขันธ์, ประเทศไทย","แกมแพร นพคเชนทร์","ulhassaapthm@example.org","+66 3660 1534","ชลิดา ดาวกระจาย","+662 665 0047","97482741","9ชฉ 970","1","7.752137727060603","12","2","2026-02-25T23:05:35.782085","2026-02-25T23:17:35.782085","3.8","3","45.0","69.77","30.0","1.0","144.77","0.0","144.77"
"01KH3714RKC23P8DED8E4J002Z","9398151b-6741-4b2b-b4a2-e862dc84fc73","8b465e35-8a43-4682-84b5-8fd2da851101","39e6e63a-7171-480a-bf88-0c3a794b6be8","1","TH-83","TH-83","5","1","2026-02-10T14:25:08.755679","7.9908085816545125","98.36528825815711","ตำบลศรีสุนทร, ศรีสุนทร, อำเภอถลาง, จังหวัดภูเก็ต, 83110, ประเทศไทย","8.11984531015248","98.32677568207339","ถนนบ้านหมากปรก, ตำบลไม้ขาว, Ban Kho En, ป่าคลอก, อำเภอถลาง, จังหวัดภูเก็ต, 83140, ประเทศไทย","อมัด ธีวร","wkhundam@example.com","068 950 1074","เฉลิมรัฐ ถมังรักษสัตว์","+66 865 906 604","50163577","ธค 4339","1","22.333470613409364","18","2","2026-02-10T14:25:08.755679","2026-02-10T14:43:08.755679","4.9","5","80.0","268.0","54.0","1.0","402.0","0.0","402.0"
"01KGT7S8C96DPMGW3F8WQ3BJ2V","aff39c9f-6ff9-457e-a870-ed6e380d19d2","6a052cd0-02b6-434b-9907-74bd83401025","36d47df0-a89b-4a20-baad-859eefcfc276","1","TH-90","TH-90","2","2","2026-02-07T02:45:09.001852","6.692667858586045","101.0115384625117","ท่าพระยา, อำเภอสะบ้าย้อย, จังหวัดสงขลา, ประเทศไทย","6.7393904760396754","100.93862860330015","บ้านลำไพล, ลำไพล, อำเภอเทพา, จังหวัดสงขลา, ประเทศไทย","กองสิน ถนัดหัตถกรรม","chimphaaliiwisaar@example.org","+662 045 3891","เชิงชาย ยาปะโลหิต","0 808 896 938","51806980","ฬฐ 2592","1","14.3622407381379","25","4","2026-02-07T02:45:09.001852","2026-02-07T03:10:09.001852","3.6","4","55.0","93.35","50.0","1.0","198.35","0.0","198.35"
"01KHWFA1PXASC55YWQGJM7MRDA","ab05c1be-4aab-461c-a8a4-916d6d4b411e","4291e9c5-5d17-4ad5-9dd3-7646b5585da1","4ce697e9-d9ed-4af2-af18-a1f43c5041b2","1","TH-10","TH-10","2","5","2026-02-20T09:50:49.949007","13.742730036521827","100.5198505537979","แยกจารุเมือง, ถนนจารุเมือง, ชุมชนวัดดวงแข, แขวงรองเมือง, เขตปทุมวัน, กรุงเทพมหานคร, 10330, ประเทศไทย","13.757365815204182","100.5275131521772","ชุมชนหลังกรมทางหลวง, แขวงทุ่งพญาไท, เขตราชเทวี, กรุงเทพมหานคร, 10400, ประเทศไทย","นัฐพล นฤภัย","jnaathaphinthu@example.net","063-633-7436","พัชรีนิษฐ์ ติระคมน์","+66 987 298 603","88506720","3ทผ 7578","1","2.7284983930215487","10","3","2026-02-20T09:50:49.949007","2026-02-20T10:00:49.949007","3.7","4","55.0","17.74","20.0","1.22","113.14","0.0","113.14"
"01KHSKV05H0NHBFQDM6NX0G8EZ","989207a2-1e21-4531-ba80-118e49e36df7","1f830d19-d8af-4ba5-b789-a699c24cc121","50b87392-a5ca-415f-ab86-e89f1fbe73fd","1","TH-20","TH-20","5","2","2026-02-19T07:12:16.433873","13.459741056407722","101.00075999986512","ถนนเทพรัตน (ทางขนาน), คลองตำหรุ, นาป่า, อำเภอเมืองชลบุรี, จังหวัดชลบุรี, ประเทศไทย","13.39671633261708","101.12313818447724","กุฎโง้ง, อำเภอพานทอง, จังหวัดชลบุรี, ประเทศไทย","ศิรินันท์ เลขะพันธุ์","nichnanthaisykicch@example.net","0-5344-9112","ทินวัฒน์ นรวิทย์โชติกุล","044 720177","83243363","9ผข 7308","1","22.46303653688464","23","4","2026-02-19T07:12:16.433873","2026-02-19T07:35:16.433873","4.8","3","80.0","269.56","69.0","1.36","569.24","0.0","569.24"
"01KHDCNP0W4F5VVDDWWS3ZTV48","92f8963c-90f6-4ace-826b-34ae46f29d93","279a6585-4872-4737-9d58-e6286c5a98c3","a4745ce9-21c1-4ba5-ae3f-4ccdd472a0b0","1","TH-10","TH-10","1","4","2026-02-14T13:16:08.988056","13.845693855771717","100.5369120787665","ซอยประชาชื่น 38 แยก 1, ศรีวิจารณ์, แขวงวงศ์สว่าง, เขตบางซื่อ, กรุงเทพมหานคร, 10800, ประเทศไทย","13.715110688354397","100.52247350090403","แขวงยานนาวา, เขตสาทร, กรุงเทพมหานคร, 10120, ประเทศไทย","นพวรรณ ถนัดการเขียน","aithaichoypiybutr@example.org","055496050","สมพิศ ตรีครุธพันธุ์","02 734 6753","68505767","4ฆค 6494","1","21.797236923791683","23","1","2026-02-14T13:16:08.988056","2026-02-14T13:39:08.988056","3.6","4","45.0","196.18","57.5","1.0","298.68","0.0","298.68"
"01KH54440CSXT86NZ6ZCD2Z6B4","2cde4c47-e241-432b-8295-996de8f1f64a","a8a9031f-6954-4a03-9efb-66be856358da","9f52d002-c2c4-4dd2-97d4-b6f5b303eb5f","1","TH-77","TH-77","3","4","2026-02-11T08:12:49.420384","12.526562112994139","99.63903647099704","หนองพลับ, อำเภอหัวหิน, จังหวัดประจวบคีรีขันธ์, 77110, ประเทศไทย","12.567701961665186","99.67825415916383","บ้านมะค่าสี่ซอง, หนองพลับ, อำเภอหัวหิน, จังหวัดประจวบคีรีขันธ์, 77110, ประเทศไทย","อรุณี เลิศกิ่ง","niwathnechaawandii@example.com","+66 5240 6929","ยูซุฟ ไทนิยม","02 520 5621","22973767","ญน 4044","1","9.352909855732168","16","1","2026-02-11T08:12:49.420384","2026-02-11T08:28:49.420384","4.1","5","20.0","93.53","32.0","1.31","190.64","0.0","190.64"
"01KJ5BD4EQKK26548AT3BP817K","2817f3f2-ba14-4ca9-8301-f321015655fe","d0691765-cdea-432d-8fd0-b9087bcb55cf","453bbf75-689e-4d3d-8add-440d9ce3e61d","1","TH-20","TH-20","1","5","2026-02-23T20:35:46.647774","13.342257693317475","101.18256760724523","หนองชาก, อำเภอบ้านบึง, จังหวัดชลบุรี, ประเทศไทย","13.315164039512965","101.13468562763494","Home Baan Bueng, บ้านบึง, อำเภอบ้านบึง, จังหวัดชลบุรี, 20170, ประเทศไทย","ชลิดา นิษประปัญจ์","rwiwaan05@example.net","+66 2364 2931","ดวงจันทร์ แนวพญา","081-316-7745","58656852","3ทก 806","1","8.986912674530616","15","2","2026-02-23T20:35:46.647774","2026-02-23T20:50:46.647774","4.8","5","45.0","80.88","37.5","1.29","210.76","0.0","210.76"
"01KJA04ZD513VZTCD49DTMQWWP","a1d454b9-96c9-4bc5-b8d4-7c503dc04a85","92df581c-f794-45d1-a349-5c1c4a85ce9d","ccfbdccd-7fd4-4c65-b3de-596cc13dc6cc","1","TH-77","TH-77","2","1","2026-02-25T15:55:17.157986","12.442377499726575","99.86111595791547","ปราณบุรี, เขาน้อย, อำเภอปราณบุรี, จังหวัดประจวบคีรีขันธ์, 77120, ประเทศไทย","12.424615262072514","99.93840759683799","บ้านแก่งกระทิง, เขาน้อย, อำเภอปราณบุรี, จังหวัดประจวบคีรีขันธ์, 77120, ประเทศไทย","นิมุ ภูภักดี","chlngchaynilesnaa@example.org","+66 3655 2651","ฮาฟิต ถนัดหัตถกรรม","+66 7915 6105","07569911","กล 3065","1","12.945368965075088","22","1","2026-02-25T15:55:17.157986","2026-02-25T16:17:17.157986","4.9","3","55.0","84.14","44.0","1.0","183.14","0.0","183.14"
